Headlines,Fecha
"3416. El Ibex se desmarca de Europa y salda la semana con una caída del 0,67%",2020-09-11
3417. CaixaBank-Bankia será el líder español en capacidad de pagar dividendo y bonus,2020-09-11
"3418. El Ibex, sin rumbo claro a la espera del BCE y otras noticias a esta hora",2020-09-10
3419. Sabadell estudia sus opciones,2020-09-10
"3420. Botín y Torres tendrán que buscar un socio, según Santander",2020-09-10
"3421. Sabadell, Société, ABN y Commerzbank están en la diana para ser comprados, según JPMorgan",2020-09-10
3422. La gran banca tiene un potencial de 37.000 millones para costear las fusiones,2020-09-10
3423. BBVA eleva la autocartera hasta el nivel más alto desde 2019,2020-09-10
3424. Qué pueden esperar los accionistas de Banco Sabadell,2020-09-08
3425. ¿Qué fondos tienen más voz y voto en los grandes bancos españoles?,2020-09-08
3426. Cómo jugar a las fusiones de los bancos españoles en Bolsa,2020-09-08
3427. Cómo lograr una marca fuerte en banca tras una fusión,2020-09-07
"3428. La fusión de CaixaBank y Bankia mete presión a Sabadell, BBVA y Santander",2020-09-07
3429. Qué pueden esperar los accionistas de la fusión CaixaBank-Bankia,2020-09-05
"3430. El Sabadell, en el centro de todas las quinielas",2020-09-05
"3431. Sabadell, Unicaja y Liberbank lideran el rally del resto de los bancos",2020-09-04
3432. CaixaBank y Bankia: una posible fusión valiente y con sentido,2020-09-04
3433. La unión de CaixaBank y Bankia: 750.000 accionistas implicados,2020-09-04
3434. El Ibex recupera el 7.000 y el Nasdaq se desploma un 6%,2020-09-03
3435. Sabadell logra una sobredemanda de siete veces en su debut en el mercado de bonos verdes,2020-09-02
"3436. Las Bolsas tiran de los fondos, pero se frena la entrada de dinero nuevo",2020-09-02
3437. La cartera de créditos problemáticos de la banca se dispara,2020-09-01
3438. Sabadell y Bankia buscan consejeras,2020-08-28
3439. El Ibex pierde el 7.100 pese al apoyo de la Fed y los máximos de Wall Street,2020-08-27
"3440. El BCE, atento a las fusiones bancarias",2020-08-27
3441. Sabadell: BBVA y Telefónica abandonarán el Euro Stoxx 50,2020-08-26
3442. Mutua y Bankinter apuestan por las sicav,2020-08-25
3443. Los banqueros españoles perderán este año 100 millones en bonus,2020-08-24
3444. Así es la estrategia financiera de Santander y BBVA,2020-08-21
3445. El Ibex 35 pierde los 7.000 puntos ante el pesimismo económico de la Fed,2020-08-20
3446. La banca española agudiza el ingenio para vender hipotecas tras la crisis del coronavirus,2020-08-16
3447. ¿Es momento de apostar por las fusiones en banca?,2020-08-15
3448. CaixaBank dispara su liquidez a máximos y se blinda contra la crisis,2020-08-13
3449. El Ibex encadena tres días de subidas y se queda a las puertas del 7.300,2020-08-12
"3450. Bankia, BBVA y Liberbank son los que más crecen por comisiones",2020-08-12
3451. El Ibex prorroga su rally alcista impulsado por el sector turístico y la banca,2020-08-11
3452. La baja rentabilidad de la banca alienta las fusiones,2020-08-11
3453. Sabadell y Bankia igualan ya el crédito a empresas de 2019,2020-08-10
3454. La crisis reduce un 72% el beneficio en España de la gran banca,2020-08-07
3455. CaixaBank y BBVA crecen en depósitos y cuentas corrientes,2020-08-07
3456. ¿Qué estrategia tiene la banca para ahorrar 500 millones de costes?,2020-08-06
3457. Ferrer obtiene 220 millones de la banca para refinanciar deuda y acometer nuevas compras,2020-08-05
3458. ¿Qué ha pasado con los accionistas de la banca?,2020-08-02
3459. La gran banca recorta 1.400 empleos y cierra 271 sucursales en España en el primer semestre del año,2020-08-02
"3460. Bolsa: Cellnex, Viscofan, Gamesa e Iberdrola, líderes en 2020",2020-08-01
3461. ¿Cómo han sido los resultados de la gran banca?,2020-08-01
3462. El doble papel de Bankia en el nuevo baile de fusiones,2020-07-31
"3463. El Ibex cae casi un 3% y pierde los 7.000 arrastrado por BBVA, Telefónica y los malos augurios de EEUU",2020-07-30
"3464. Bankia, en la línea de salida de las fusiones bancarias",2020-07-30
3465. El Ibex 35 salva los 7.200 a pesar de la presión de Santander y BBVA,2020-07-29
3466. El AMB negocia un crédito de 100 millones para inversión municipal,2020-07-28
"3467. Cellnex premia a BBVA, BNP Paribas y AZ Capital en su ampliación de capital milmillonaria",2020-07-28
3468. El Ibex 35 pierde los 7.200 puntos por el castigo al sector turístico,2020-07-27
3469. Los bancos desvelan esta semana el impacto del coronavirus en sus cuentas,2020-07-26
3470. Cuál es la estrategia de los Benetton con la ampliación de Cellnex,2020-07-24
3471. La inversión en tecnología del sector bancario sigue al alza,2020-07-24
3472. ¿Qué dos bancos conceden la mitad de las moratorias por Covid?,2020-07-23
3473. ¿Qué accionista da alas a Sabadell en Bolsa?,2020-07-22
3474. Barclays limita a 1.000 millones el coste para la banca por el dictamen sobre gastos hipotecarios,2020-07-20
3475. ¿Qué bancos cuidan mejor de sus clientes?,2020-07-18
"3476. El Ibex salda la semana con un alza del 1,63% pendiente del Consejo Europeo",2020-07-17
3477. El Ibex cierra al filo del 7.500 por los avances en las vacunas contra el virus,2020-07-15
3478. ¿Qué bancos están reactivando la venta de tóxicos en España?,2020-07-15
3479. La banca prueba transferencias con 'blockchain',2020-07-15
3480. ¿Quién controla a la gestora de mi plan de pensiones?,2020-07-13
3481. Sabadell e Ibercaja lideran el ránking de los peores CoCos de la banca europea,2020-07-11
3482. Ibercaja se suma a otros bancos y lanzará fondos de 'private equity',2020-07-09
3483. ¿Cuáles son las cuatro apuestas de CaixaBank en banca española?,2020-07-08
3484. Las emisiones de bonos en España se disparan un 66%,2020-07-08
3485. ¿Qué empresas tienen más peso en el Ibex tras la pandemia?,2020-07-08
3486. El Ibex activa el freno pese a la euforia en China y otras noticias a esta hora,2020-07-07
3487. La banca se prepara para la venta masiva de tóxicos a finales de 2021,2020-07-07
3488. El Ibex supera los 7.500 puntos aupado por la banca y el rally en China,2020-07-06
3489. Barclays prevé que las fusiones de bancos arranquen en otoño,2020-07-04
3490. Baile de banqueros para ganar cuota en el negocio de grandes fortunas,2020-07-04
"3491. Los retos inmediatos de los bancos, uno a uno",2020-07-04
3492. El Ibex cierra plano en un estreno de semestre con muchas dudas,2020-07-01
3493. El Corte Inglés firma un crédito de 960 millones a cinco años con el aval del ICO,2020-07-01
3494. La banca se desata en Bolsa y asegura su primera subida mensual de 2020,2020-06-30
3495. ¿Cuánto caerá el crédito bancario a promotores tras la crisis?,2020-06-29
3496. Helvetia cierra la compra de Caser por 800 millones,2020-06-26
"3497. La venta de Caser alivia a CaixaBank, Bankia y Abanca frente al Covid",2020-06-24
3498. Cómo piensa Volotea ocupar sus aviones al 80%,2020-06-19
3499. De la nube a la computación cuántica: así es la alianza tecnológica entre IBM y CaixaBank,2020-06-19
3500. ¿Qué han hecho con su autocartera BBVA y Bankinter?,2020-06-17
3501. Los empresarios piden seguridad jurídica y fiscal y fomento del empleo,2020-06-16
3502. El Ibex salva los 7.200 puntos pese al lastre de los grandes valores,2020-06-15
"3503. El Ibex salda su peor semana desde marzo con una caída del 7,4%",2020-06-12
3504. ¿Cuáles son los bancos más sensibles al coronavirus en pymes?,2020-06-11
3505. ¿Es consistente el reciente 'rally' de la banca en Bolsa?,2020-06-11
3506. ¿Qué ha pasado con las carteras de fondos en el rebote bursátil?,2020-06-10
3507. La recogida de beneficios devuelve al Ibex a los 7.700 puntos,2020-06-09
3508. Así han empleado las empresas del Ibex las redes sociales en la crisis del Covid-19,2020-06-09
3509. CaixaBank despunta en Bolsa con el 'indulto' de Norges Bank,2020-06-09
3510. La banca española mejoró su solvencia justo antes de la pandemia,2020-06-08
3511. Los bancos llevan al Ibex al filo de los 7.900 puntos,2020-06-08
3512. La banca copa lo peor de las rebajas de ráting en Europa: 119.000 millones en deuda degradada,2020-06-08
3513. La banca presta 700 millones a Puig en la compra de Tilbury,2020-06-06
3514. Ocho valores del Ibex que se disparan más del 20% en la semana,2020-06-06
3515. El Ibex se toma un respiro en el rally tras el BCE y pese al empuje de la banca,2020-06-04
3516. Bankia habilita un agregador financiero para empresas,2020-06-04
3517. Santander suma 300.000 clientes digitales en cinco meses,2020-06-04
3518. BBVA y Bankinter se resisten a vender su negocio de depositaría,2020-06-03
3519. ¿Cuál es el banco que se ha convertido en líder por tamaño en España?,2020-06-02
3520. ¿Qué bancos aguantarán mejor la crisis?,2020-06-02
3521. Acreedores de Celsa preparan una batalla legal con los Rubiralta,2020-06-02
3522. ¿Cuáles son los mejores fondos de Bolsa española?,2020-05-31
3523. Los bancos adelantan a esta semana el pago de las prestaciones por desempleo y por ERTE,2020-05-31
3524. BBVA y Santander lideran las provisiones por el Covid-19 de la banca europea,2020-05-30
3525. ¿Cuáles son los bancos españoles favoritos de Santander en Bolsa?,2020-05-30
"3526. Blackstone, Cerberus y Lone Star acaparan el ladrillo de la banca",2020-05-29
3527. ¿Qué bancos van a cerrar 800 oficinas?,2020-05-28
"3528. La resistencia de la banca, a prueba",2020-05-27
3529. Los bancos y el impacto de la crisis económica y sanitaria,2020-05-25
3530. Por qué el ICO tuvo que reasignar 4.000 millones de los avales,2020-05-22
3531. JPMorgan descarta que los bancos paguen dividendo con cargo a 2020,2020-05-21
3532. Santander lidera un crédito de 4.000 millones al Fondo de Garantía,2020-05-20
"3533. Santander, BBVA, CaixaBank y Bankinter pagarán el dividendo de 2020, según Bank of America",2020-05-20
"3534. Azvalor, Horos y Muza, las gestoras de fondos más rentables en abril",2020-05-19
3535. Los grupos del Ibex ahorran 8.000 millones en dividendos,2020-05-18
"3536. Así se complica, más, el futuro de Duro Felguera",2020-05-17
"3537. El Ibex cae mínimos desde marzo tras perder un 4,5% en su segunda semana de recortes",2020-05-15
3538. ¿Quiénes son los líderes en rentabilidad de la banca pese al Covid?,2020-05-14
3539. Norges Bank vende más títulos de BBVA y confirma su paso atrás en banca española,2020-05-14
"3540. Los Charts de Hódar: Enagás, Red Eléctrica y BBVA",2020-05-14
3541. El Ibex regresa a los 6.600 puntos por el castigo a bancos y acereras,2020-05-13
"3542. Bankinter, Sabadell y BBVA lideran la banca española en eficiencia",2020-05-13
3543. ¿Qué bancos salen mejor parados en Bolsa de la temporada de resultados?,2020-05-13
3544. ¿Qué valor acaba de superar a BBVA por capitalización en Bolsa?,2020-05-12
3545. Bankia permite agregar cuentas de otras entidades en su banca online,2020-05-11
3546. CaixaBank y BBVA disparan su liquidez pese a las medidas de alivio regulatorias,2020-05-11
3547. La pandemia dispara el uso del teléfono móvil en la operativa bancaria,2020-05-09
3548. Las pymes catalanas denuncian malas prácticas de la banca en la concesión de créditos ICO,2020-05-08
3549. Santander y BBVA: ¿A cuánto asciende el desfase en pensiones de su plantilla?,2020-05-08
3550. Sorpresa en el ránking por beneficios de la banca,2020-05-07
3551. Mango firma dos créditos con aval ICO por 240 millones para afrontar el impacto del coronavirus,2020-05-06
3552. La banca europea retiene el pago de 27.000 millones en dividendos,2020-05-06
3553. El Ibex recupera los 6.700 puntos de la mano de Repsol y Endesa,2020-05-05
3554. La banca se adentra en mayo en revisión y en plena escalada especulativa,2020-05-05
3555. El Ibex pierde los 6.700 puntos con el rebrote de las tensiones entre EEUU y China,2020-05-04
3556. La gran banca redujo su plantilla en casi mil empleados y cerró 125 oficinas en España en el primer trimestre,2020-05-03
3557. El Ibex pierde los 7.000 puntos y limita al 2% la subida de marzo,2020-04-30
"3558. El Ibex espera al BCE en máximos de siete semanas, resultados de la banca y otras noticias a esta hora",2020-04-30
3559. Las citas clave del día,2020-04-30
"3560. Los resultados que los analistas esperan en BBVA, CaixaBank y Sabadell",2020-04-30
"3561. El Ibex supera los 7.000 puntos tras subir un 6,7% en tres sesiones",2020-04-29
3562. Por qué Bankinter y BBVA toman la delantera en Bolsa,2020-04-29
3563. Híbridos contra CoCos: Telefónica e Iberdrola ganan a Santander y BBVA,2020-04-29
3564. Cinco factores que moverán los mercados esta semana,2020-04-28
3565. Los bancos adelantan una semana el pago del paro por el coronavirus,2020-04-27
"3566. El Ibex recupera los 6.700 puntos, animado por los grandes valores",2020-04-27
3567. Qué banco ha bajado en Bolsa un 66% este año,2020-04-25
3568. Los bancos revisarán sus planes estratégicos a partir de junio,2020-04-23
3569. ¿Qué bancos recomiendan los analistas de Santander?,2020-04-22
3570. Qué bancos saldrán antes de la crisis,2020-04-22
3571. Sólo el 12% de los analistas recomienda comprar Sabadell tras el desplome,2020-04-22
3572. ¿Qué bancos son los mejor preparados frente a la crisis?,2020-04-22
3573. Los bancos podrían recortar sus beneficios trimestrales hasta un 35%,2020-04-18
3574. Más de 85.000 clientes piden a su banco retrasar el pago hipotecario,2020-04-16
3575. ¿Qué pasará con los resultados de la banca española?,2020-04-15
3576. El dividendo como termómetro de la salud bancaria,2020-04-12
3577. BBVA entrega 288 respiradores a diferentes hospitales catalanes,2020-04-11
3578. Los valores que sí pagan dividendos,2020-04-07
"3579. Barclays prevé que la banca española gane la mitad en 2020 y 2021, con Bankia como la más afectada",2020-04-06
3580. BBVA se descuelga en Bolsa mientras el precio objetivo se aleja de 5 euros,2020-04-06
"3581. Más gestores a distancia, cajeros sin límites... las medidas de la banca para evitar visitas a las oficinas",2020-04-04
"3582. Santander, CaixaBank y Sabadell acaparan la mitad de avales del ICO",2020-04-04
3583. La banca española adelanta a este viernes el pago de prestaciones por desempleo por el coronavirus,2020-04-03
